Name,Desc,SunNeeds,WaterNeeds,Maintenance,Type de Sol,SunNeeds_Score,WaterNeeds_Score,Maintenance_score,saison,plant_categories,min_height_cm,max_height_cm,min_ph,max_ph
Platycodon (Balloon Flower; Chinese Bellflower; Japanese Bellflower),"Platycodon grandiflorus est la seule espèce de ce genre de la famille des Campanulacées, originaire d’Asie de l’Est. Surnommée « fleur-ballon » à cause de ses boutons gonflés, elle éclot en de grandes fleurs étoilées bleues, roses ou blanches. Elle fleurit en été et attire les papillons et autres insectes pollinisateurs.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Automne, Été",Vivaces,60.0,60.0,,
Plumbago (Plumbago),"Plumbago est un genre d’environ 10 espèces annuelles, vivaces, arbustives et grimpantes de la famille des Plombaginacées, réparties en régions chaudes. Elles se distinguent par leurs feuilles vert tendre et leurs fleurs à cinq pétales, généralement bleues ou blanches, en grappes. Leur floraison prolongée et délicate en fait des plantes très appréciées.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Automne, Été, Hiver","Annuelles, Vivaces, Arbustes, Grimpantes",300.0,304.8,,
Polygonatum (Solomon's Seal),"Polygonatum est un genre d’environ 70 espèces de la famille des Asparagacées, originaires des régions tempérées de l’hémisphère Nord. Aussi appelées Sceaux-de-Salomon, ces plantes d’ombre portent des tiges arquées, des feuilles alternes ou disposées par paires, et des petites fleurs tubulaires pendantes, souvent suivies de baies bleues ou noires.","Mi-ombre, Ombre",Moyenne,Faible,Limon,0.5,1.0,0.0,"Printemps, Été",Vivaces,200.0,213.36,,
Potentilla (Cinquefoil),"Potentilla est un genre d’environ 300 espèces de la famille des Rosacées, répandues dans l’hémisphère Nord. Les feuilles, souvent palmées à cinq lobes, et les fleurs à cinq pétales jaunes, blancs, roses ou rouges en font des plantes très polyvalentes. Elles sont appréciées pour leur floraison prolongée, leur rusticité et leur capacité à attirer les pollinisateurs.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Automne, Été","Annuelles, Vivaces, Arbustes",120.0,121.92,,
Primula (Primrose),"Primula est un genre de plus de 400 espèces de plantes herbacées vivaces de la famille des Primulacées, répandues dans les régions tempérées du monde. Les primevères, primevères des jardins ou auricules offrent une grande diversité de formes et de couleurs, fleurissant dès la fin de l’hiver ou le début du printemps.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,Printemps,Vivaces,60.0,60.96,,
Prunus (Prunus),"Prunus est un grand genre de plus de 400 espèces d’arbres et d’arbustes de la famille des Rosacées, présent dans l’hémisphère Nord. Il comprend de nombreuses espèces fruitières d’importance économique : cerisiers, pruniers, pêchers, abricotiers, amandiers, etc. La plupart ont de jolies fleurs à cinq pétales et produisent des drupes (fruits à noyau).",Plein soleil,Moyenne,Faible,Limon,1.0,1.0,0.0,"Printemps, Automne, Été, Hiver","Arbustes, Arbres",150.0,1219.2,,
Pulmonaria (Lungwort),"Pulmonaria est un genre d’environ 15 espèces de la famille des Boraginacées, originaires d’Europe et d’Asie. Plantes d’ombre, elles possèdent un feuillage souvent moucheté et des fleurs tubulaires qui changent parfois de couleur au cours de la floraison (rose, bleu, violet). Elles égaient le jardin dès la fin de l’hiver.","Mi-ombre, Ombre",Moyenne,Faible,Limon,0.5,1.0,0.0,"Printemps, Hiver",Vivaces,30.0,30.48,,
Quesnelia (Quesnelia),"Quesnelia est un genre d’environ 20 espèces de la famille des Broméliacées, endémiques de l’est et du sud-est du Brésil. Ces plantes forment des rosettes rigides de feuilles vertes, parfois épineuses, et produisent des inflorescences coniques de fleurs tubulaires, souvent roses ou bleues, principalement en hiver. Elles sont peu exigeantes et tolérantes à la sécheresse.","Plein soleil, Mi-ombre, Ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Hiver","Vivaces, Cactus - Succulentes",60.0,60.96,,
Rafflesia (Rafflesia),"Rafflesia est un genre d’une vingtaine d’espèces de plantes parasites de la famille des Rafflesiacées, originaires des forêts tropicales d’Asie du Sud-Est. Ces plantes dépourvues de feuilles, de tiges et de racines produisent une fleur gigantesque et malodorante (cinq grands lobes charnus autour d’un disque central). La rafflésie est l’une des plus grandes fleurs du monde.","Plein soleil, Mi-ombre, Ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Automne, Été, Hiver",,91.44,100.0,,
Ranunculus (Buttercup; Crowfoot; Spearwort),"Ranunculus est un vaste genre de plus de 500 espèces de la famille des Renonculacées, réparties dans le monde entier. Ce sont pour la plupart des plantes herbacées vivaces qui produisent des fleurs brillantes et colorées (jaunes, blanches, roses, rouges, etc.) avec de nombreux pétales. Les renoncules sont très appréciées en fleuristerie et en massifs.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Été","Annuelles, Vivaces, Bulbes",20.32,60.96,,
Rhododendron (Rhododendron),"Rhododendron est un genre d’environ 1000 espèces d’arbustes et de petits arbres de la famille des Éricacées, originaire d’Asie, d’Europe et d’Amérique du Nord. Ils se caractérisent par leurs grandes fleurs en forme de cloche ou d’entonnoir, souvent groupées en bouquets, et leur feuillage persistant ou semi-persistant. Les azalées font partie du même groupe.",Mi-ombre,Moyenne,Faible,Limon,0.5,1.0,0.0,"Printemps, Automne, Été, Hiver","Arbustes, Arbres",2499.36,2500.0,,
Rondeletia (Rondeletia),"Rondeletia est un genre d’environ 150 espèces d’arbres et d’arbustes tropicaux de la famille des Rubiacées, originaires d’Amérique centrale. Ils ont un feuillage persistant et des grappes de petites fleurs parfumées, à quatre ou cinq pétales, qui attirent oiseaux et papillons.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Automne, Été, Hiver","Arbustes, Arbres",450.0,457.2,,
Rosa (Rose),"Rosa, le Rosier, est un genre d’environ 150 espèces de la famille des Rosacées, réparties dans l’hémisphère Nord. Les rosiers, connus pour leurs fleurs élégantes et parfumées, sont munis d’épines plus ou moins prononcées. Les fleurs varient en taille, couleur et nombre de pétales, et produisent souvent des fruits appelés cynorrhodons.","Plein soleil, Mi-ombre",Moyenne,Moyen,Limon,1.5,1.0,0.5,"Printemps, Automne, Été","Arbustes, Grimpantes, Roses",1200.0,1219.2,,
Rudbeckia (Coneflower),"Rudbeckia est un genre d’environ 25 espèces de plantes herbacées annuelles, bisannuelles ou vivaces de la famille des Astéracées, originaires d’Amérique du Nord. Leurs fleurs, semblables à des marguerites, arborent un disque central proéminent et des ligules colorées (jaunes, orange, rouges). Elles sont parfaites pour prolonger la floraison en fin d’été et en automne.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Automne, Été","Annuelles, Vivaces",120.0,121.92,,
Salvia (Sage),"Salvia est un vaste genre d’environ 1000 espèces de la famille des Lamiacées, présent dans le monde entier, en particulier en Amérique centrale et du Sud, en Asie et en Méditerranée. Les fleurs tubulaires riches en nectar attirent abeilles, papillons et colibris, tandis que le feuillage est souvent aromatique. Les sauges sont idéales en massifs, bordures et pots.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Automne, Été, Hiver","Annuelles, Vivaces, Arbustes",30.0,182.88,,
Sandersonia (Christmas Bells; Chinese Lantern Lily),"Sandersonia est un genre de la famille des Colchicacées, ne comptant qu’une seule espèce : Sandersonia aurantiaca, originaire d’Afrique australe. Cette plante grimpante possède des feuilles lancéolées et produit des fleurs en forme de petites lanternes orange ou jaunes, très prisées en bouquets car elles durent longtemps en vase.",Plein soleil,Moyenne,Faible,Limon,1.0,1.0,0.0,"Printemps, Été","Vivaces, Grimpantes",90.0,91.44,,
Scabiosa (Scabious; Pincushion Flower),"Scabiosa est un genre d’environ 70 espèces de la famille des Caprifoliacées, originaires d’Afrique, d’Europe et d’Asie. Les fleurs sont regroupées en capitules bombés, formés de multiples fleurons donnant un aspect de coussin (pincushion). Elles fleurissent dans divers coloris (bleu, mauve, rose, blanc) et attirent les papillons et les abeilles.",Plein soleil,Moyenne,Faible,Limon,1.0,1.0,0.0,"Automne, Été","Annuelles, Vivaces",15.0,60.96,,
Scilla (Squill),"Scilla est un genre d’environ 100 espèces de plantes vivaces bulbeuses de la famille des Asparagacées, originaires d’Europe, d’Asie et d’Afrique du Nord. Leurs fleurs, souvent bleues mais parfois blanches ou roses, sont en forme d’étoile ou de clochette et apparaissent au printemps. Elles sont parfaites en rocailles, sous-bois ou pelouses naturalisées.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Hiver",Bulbes,10.0,60.96,,
Solidago (Goldenrod),"Solidago, ou Verge d’or, est un genre de plus de 100 espèces de la famille des Astéracées, majoritairement originaires d’Amérique du Nord. Ces plantes vivaces produisent des tiges élancées portant de nombreuses petites fleurs jaunes en grappes ou en panicules. Parfaites pour les massifs de fin d’été et très mellifères.",Plein soleil,Moyenne,Faible,Limon,1.0,1.0,0.0,"Automne, Été",Vivaces,10.0,91.44,,
Spiraea (Spirea),"Spiraea est un genre de plus de 100 espèces d’arbustes à fleurs de la famille des Rosacées, originaires des régions tempérées de l’hémisphère Nord. Les spirées ont un feuillage fin et des inflorescences en corymbes, panicules ou grappes de petites fleurs (blanches, roses, pourpres). Faciles à cultiver, elles attirent les insectes pollinisateurs.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Automne, Été",Arbustes,300.0,304.8,,
Strelitzia (Bird of Paradise; Crane Flower),"Strelitzia est un genre de cinq espèces de la famille des Strelitziacées, originaires d’Afrique australe. Surnommée « Oiseau de paradis » pour sa floraison spectaculaire, la plante produit de grandes bractées colorées abritant des fleurs orange, bleues ou blanches. Très populaire en fleuristerie, elle apporte une touche exotique aux bouquets.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Automne, Été, Hiver","Vivaces, Arbustes",91.44,1005.84,,
Syringa (Lilac),"Syringa, ou Lilas, est un genre d’une vingtaine d’espèces d’arbustes ou de petits arbres de la famille des Oléacées, originaires d’Eurasie. Les lilas sont célèbres pour leurs fleurs tubulaires très parfumées, regroupées en panicules, dans des nuances de mauve, rose, blanc ou violet, au printemps.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Été","Arbustes, Arbres",1000.0,1005.84,,
Tagetes (Marigold),"Tagetes est un genre d’environ 50 espèces annuelles et vivaces de la famille des Astéracées, originaires d’Amérique centrale et du Sud. Communément appelées œillets d’Inde ou tagètes, ces fleurs lumineuses se déclinent en jaune, orange, rouge ou bicolore, et sont appréciées pour leur floraison abondante et prolongée, du printemps à l’automne.",Plein soleil,Moyenne,Faible,Limon,1.0,1.0,0.0,"Printemps, Automne, Été","Annuelles, Vivaces, Arbustes",15.24,213.36,,
Tanacetum (Tanacetum),"Tanacetum est un genre d’environ 150 espèces de la famille des Astéracées, présent dans l’hémisphère Nord. Il inclut des plantes annuelles, vivaces ou sous-arbrisseaux, aux feuilles souvent aromatiques et aux capitules jaunes ou blancs (fleurons tubulés et parfois ligulés). Le plus connu est Tanacetum vulgare, la Tanaisie commune.","Plein soleil, Mi-ombre",Moyenne,Moyen,Limon,1.5,1.0,0.5,Été,"Annuelles, Vivaces, Arbustes",150.0,152.4,,
Taraxacum (Dandelion),"Taraxacum, le Pissenlit, est un grand genre de plus de 500 espèces de la famille des Astéracées, originaire d’Eurasie. Il s’est naturalisé sur tous les continents. Les fleurs jaunes, réunies en capitules, laissent place à des aigrettes duveteuses disséminées par le vent. Malgré son statut de « mauvaise herbe », il a un charme et un intérêt écologique importants.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Automne, Été, Hiver",Vivaces,50.0,50.8,,
Tigridia (Tiger Flower; Mexican Shellflower),"Tigridia est un genre d’environ 35 espèces de plantes bulbeuses de la famille des Iridacées, originaires d’Amérique subtropicale et tropicale. Les fleurs, grandes et éphémères, ont trois pétales voyants et trois sépales plus petits, souvent tachetés, dans des teintes vives (rouge, rose, jaune, orange). Elles apportent une note exotique aux massifs.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,Été,Bulbes,60.0,60.96,,
Torenia (Wishbone Flower; Bluewings; Clown Flower),"Torenia est un genre d’une quinzaine d’espèces de la famille des Linderniacées, originaire d’Afrique et d’Asie du Sud-Est. Les fleurs tubulaires, souvent bicolores (violet, bleu, rose, blanc, jaune), présentent deux lèvres bien distinctes et un dessin en forme de « wishbone » (os à vœu) au centre. Parfaites en suspensions, bordures et massifs.","Mi-ombre, Ombre",Moyenne,Moyen,Limon,0.5,1.0,0.5,"Printemps, Automne, Été",Annuelles,30.0,30.48,,
Tradescantia (Spiderwort),"Tradescantia est un genre d’environ 70 espèces de la famille des Commélinacées, originaire du continent américain. Les feuilles, linéaires ou lancéolées, entourent des tiges charnues. Les fleurs ont trois pétales colorés (bleu, rose, violet, blanc) et des étamines jaunes contrastées. Faciles à cultiver, certaines espèces sont aussi appréciées en plantes d’intérieur.","Plein soleil, Mi-ombre, Ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Automne, Été",Vivaces,90.0,90.0,,
Tricyrtis (Toad Lily),"Tricyrtis est un genre d’une vingtaine d’espèces de la famille des Liliacées, originaires des sous-bois humides d’Asie orientale. Les fleurs, parfois comparées à des orchidées, sont étoilées ou campanulées, avec des pétales couverts de points pourpres. Elles fleurissent en fin d’été ou à l’automne et aiment l’ombre ou la mi-ombre.","Mi-ombre, Ombre",Moyenne,Faible,Limon,0.5,1.0,0.0,"Automne, Été",Vivaces,90.0,91.44,,
Trillium (Wake Robins; Birthroot),"Trillium est un genre d’environ 50 espèces de vivaces de la famille des Melanthiacées, originaire d’Asie et d’Amérique du Nord. Chaque plante possède trois feuilles, trois sépales et trois pétales, généralement en forme de spirale au sommet d’une tige courte. Les fleurs apparaissent au printemps, souvent blanches, roses, rouges ou jaunes.","Mi-ombre, Ombre",Moyenne,Faible,Limon,0.5,1.0,0.0,"Printemps, Été",Vivaces,60.0,60.96,,
Trollius (Globe Flower),"Trollius est un genre d’une trentaine d’espèces de vivaces de la famille des Renonculacées, originaires d’Europe, d’Asie et d’Amérique. Le feuillage est découpé, et les fleurs sphériques ou en forme de coupe sont jaunes ou orange, s’épanouissant au printemps et au début de l’été. Elles aiment les sols frais et humides.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Été",Vivaces,90.0,91.44,,
Tropaeolum (Nasturtium),"Tropaeolum, ou Capucine, est un genre d’environ 70 espèces de la famille des Tropaeolacées, originaire d’Amérique centrale et du Sud. Les fleurs, souvent en forme d’entonnoir, présentent cinq pétales colorés et un éperon nectarifère. Peu exigeantes, les capucines s’étalent facilement et offrent une floraison généreuse, appréciée en cuisine pour leurs fleurs comestibles.",Plein soleil,Moyenne,Faible,Limon,1.0,1.0,0.0,"Printemps, Automne, Été","Annuelles, Vivaces",20.0,304.8,5.5,5.5
Tulipa (Tulip),"Le genre Tulipa comprend environ 100 espèces de la famille des Liliacées et plus de 3000 variétés cultivées. Principalement originaires d’Asie centrale, les tulipes se déclinent en une multitude de formes et de couleurs. Fleurs emblématiques du printemps, elles sont très appréciées en massifs, bordures et en fleurs coupées.","Plein soleil, Mi-ombre",Faible,Faible,Limon,1.5,0.0,0.0,Printemps,"Annuelles, Vivaces, Bulbes",20.0,45.72,,
Valeriana (Valerian),"Valeriana est un genre de plus de 250 espèces de la famille des Caprifoliacées, originaire d’Europe, d’Asie et des Amériques. Les plantes produisent de hautes tiges surmontées d’ombelles de petites fleurs parfumées, blanches, roses ou mauves, attirant papillons et abeilles. Certaines espèces, comme la Valériane officinale, sont connues pour leurs propriétés médicinales.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Automne, Été",Vivaces,150.0,152.4,,
Verbascum (Mullein),"Verbascum est un genre de plus de 100 espèces de la famille des Scrophulariacées, originaire d’Europe et d’Asie. La plupart sont des vivaces robustes, avec de grandes rosettes de feuilles duveteuses et une hampe florale portant des fleurs jaunes, blanches ou roses. Idéales dans les sols secs et ensoleillés, elles apportent de la verticalité au jardin.",Plein soleil,Faible,Faible,Limon,1.0,0.0,0.0,"Printemps, Été","Annuelles, Vivaces",300.0,304.8,,
Verbena (Vervain),"Verbena, ou Verveine, est un genre de plus de 100 espèces de la famille des Verbénacées, originaire d’Asie et d’Amérique. Les fleurs, petites et regroupées en têtes ou en épis, sont souvent roses, violettes, blanches ou rouges. Tolérantes à la sécheresse, les verveines sont parfaites en bordures, suspensions et rocailles.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Automne, Été","Annuelles, Vivaces",7.0,182.88,6.0,6.0
Veronica (Speedwell),"Veronica est un genre d’environ 200 espèces de la famille des Plantaginacées, principalement originaires de l’hémisphère Nord. Les fleurs, tubulaires ou en forme de soucoupe, sont groupées en épis dressés ou en grappes. Elles fleurissent du printemps à l’automne et attirent de nombreux pollinisateurs. Faciles à cultiver, elles s’intègrent bien en massifs et bordures.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Automne, Été",Vivaces,10.0,152.4,,
Veronicastrum (Veronicastrum),"Veronicastrum est un genre d’une dizaine d’espèces de vivaces de la famille des Plantaginacées, surtout originaire d’Amérique du Nord. Elles produisent de grandes tiges dressées portant des verticilles de feuilles et des épis de petites fleurs tubulaires en été et en automne. Idéales pour donner de la hauteur dans les massifs et attirer abeilles et papillons.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Automne, Été",Vivaces,182.88,200.0,,
Vinca (Periwinkle),"Vinca, ou Pervenche, est un genre de six espèces de la famille des Apocynacées, originaires d’Europe, d’Afrique du Nord-Ouest et du Moyen-Orient. Ces plantes à feuillage persistant ou semi-persistant possèdent des fleurs en forme de moulin à vent, souvent bleues, blanches ou roses, très appréciées en couvre-sol ou en pots.","Plein soleil, Mi-ombre, Ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Automne, Été","Vivaces, Arbustes",10.0,60.96,,
Viola (Violet),"Viola est un genre de plus de 500 espèces de la famille des Violacées, largement réparties dans l’hémisphère Nord tempéré. Les violettes et pensées se caractérisent par des fleurs délicates à cinq pétales, souvent bicolores ou tricolores, et un feuillage cordiforme. Elles fleurissent en général au printemps et en automne, et sont populaires en plates-bandes et jardinières.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Automne, Été, Hiver","Annuelles, Vivaces, Arbustes",20.0,20.32,,
Watsonia (Bugle Lily),"Watsonia est un genre d’environ 50 espèces de vivaces à bulbe de la famille des Iridacées, originaires d’Afrique du Sud. Elles produisent un feuillage en forme d’épée et de grands épis de fleurs tubulaires dans des tons vifs (orange, rouge, rose, blanc). Parfaites pour ajouter de la verticalité et de la couleur aux massifs.",Plein soleil,Moyenne,Faible,Limon,1.0,1.0,0.0,"Printemps, Automne, Été, Hiver","Vivaces, Bulbes",30.0,213.36,,
Weigela (Weigela),"Weigela est un genre d’environ 10 espèces d’arbustes caducs de la famille des Caprifoliacées, originaires d’Asie de l’Est. Les fleurs tubulaires ou en trompette, roses, rouges ou blanches, apparaissent abondamment au printemps et parfois en remontée estivale. Les weigelas sont appréciés pour leur floraison généreuse et leur facilité d’entretien.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Automne, Été",Arbustes,30.0,304.8,,
Wisteria (Wisteria),"Wisteria est un genre de plantes grimpantes ligneuses à feuilles caduques de la famille des Fabacées, comprenant environ 10 espèces originaires d’Asie de l’Est et des États-Unis. Les glycines sont réputées pour leurs longues grappes de fleurs pendantes (blanches, roses, bleues ou violettes), très ornementales, mais demandent un entretien régulier.","Plein soleil, Mi-ombre",Moyenne,Difficile,Limon,1.5,1.0,1.0,"Printemps, Été",Grimpantes,180.0,1219.2,,
Zantedeschia (Calla Lily; Arum Lily),"Zantedeschia est un genre de la famille des Aracées, originaire d’Afrique australe, qui comprend 8 espèces et de nombreux cultivars. On distingue deux groupes : les Arum Lilies à grandes fleurs blanches et les Calla Lilies colorées à feuilles souvent tachetées. Elles poussent en pleine terre, en pot ou même en zone humide, et sont très appréciées en fleuristerie.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Été","Vivaces, Bulbes",90.0,91.44,,
Zephyranthes (Rain Lily; Fairy Lily),"Zephyranthes est un genre d’environ 90 espèces de la famille des Amaryllidacées, originaire du sud-est des États-Unis, d’Amérique centrale et d’Amérique du Sud. Ces plantes bulbeuses à feuilles linéaires produisent des fleurs solitaires en forme d’entonnoir, dans des tons de blanc, jaune ou rose, souvent après la pluie, d’où leur nom commun « Rain lily ».","Plein soleil, Mi-ombre",Moyenne,Moyen,Limon,1.5,1.0,0.5,"Printemps, Automne, Été","Annuelles, Vivaces, Bulbes",30.0,30.48,,
Zinnia (Zinnia),"Zinnia est un genre d’une vingtaine d’espèces annuelles et vivaces de la famille des Astéracées, majoritairement originaires d’Amérique du Nord (surtout du Mexique). Les fleurs sont en capitules solitaires et se déclinent dans presque toutes les couleurs. Robustes, très florifères, elles sont idéales pour attirer papillons et oiseaux au jardin.",Plein soleil,Moyenne,Faible,Limon,1.0,1.0,0.0,"Automne, Été","Annuelles, Vivaces, Arbustes",17.0,121.92,,
Zygopetalum (Zygo),"Zygopetalum est un genre d’environ 15 espèces d’orchidées de la famille des Orchidacées, originaires d’Amérique du Sud. Ces plantes, terrestres ou épiphytes, portent des fleurs cireuses aux sépales et pétales verts ou bruns marbrés, et un labelle souvent violet ou pourpre. Elles dégagent un parfum agréable et se cultivent bien en intérieur.","Plein soleil, Mi-ombre",Moyenne,Moyen,Limon,1.5,1.0,0.5,"Printemps, Automne, Hiver","Annuelles, Vivaces",40.0,40.64,,
Calla (Zantedeschia),"Le Calla, aussi appelé Arum, est une plante élégante appréciée pour ses fleurs en forme de coupe. Il prospère en plein soleil ou à mi-ombre et préfère un sol riche et bien drainé. Son arrosage doit être régulier mais modéré, en maintenant le sol légèrement humide sans excès. Son entretien est simple : retirer les fleurs fanées pour prolonger la floraison et protéger les bulbes du gel en hiver si cultivé en extérieur dans une région froide.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Été","Vivaces, Bulbes",30.0,120.0,5.5,6.5
Aralia du Japon (Fatsia japonica),"L'Aralia du Japon est une plante d'ombre ou de mi-ombre, qui apprécie un sol frais et bien drainé, nécessitant un arrosage régulier. Elle est facile d'entretien et résistante, ce qui en fait une plante à faible maintenance.","Mi-ombre, Ombre",Elevée,Faible,Limon,0.5,2.0,0.0,Automne,Arbustes,50.0,250.0,5.5,6.5
Hortensia blanche (Hydrangea macrophylla),"L'Hortensia préfère la mi-ombre ou l'ombre et nécessite un arrosage fréquent, surtout en période de chaleur. Il demande une taille régulière pour favoriser la floraison et l'entretien du buisson.","Mi-ombre, Ombre",Elevée,Moyen,Limon,0.5,2.0,0.5,Été,Arbustes,100.0,300.0,5.5,6.5
Verveine rouge (Verbena hybrida Superbena Royale Red),"La Verveine rouge est une plante vivace ou annuelle qui prospère sous une exposition en plein soleil et dans un sol bien drainé. Elle nécessite un arrosage modéré, en laissant le sol sécher légèrement entre deux arrosages. Son entretien est simple : il suffit de retirer les fleurs fanées pour encourager une floraison continue et d'effectuer une légère taille si nécessaire. Résistante à la chaleur et attirant les pollinisateurs, elle est idéale pour les massifs et les jardinières.",Plein soleil,Moyenne,Faible,Limon,1.0,1.0,0.0,"Printemps, Automne, Été","Annuelles, Vivaces",20.0,100.0,5.5,6.5
Verveine blanche (Verbena hastata 'Alba),"La Verveine hastata 'Alba' est une plante vivace qui aime le plein soleil ou la mi-ombre. Elle préfère un sol bien drainé et un arrosage modéré. Son entretien est minimal, avec simplement une taille des fleurs fanées pour prolonger la floraison.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Automne, Été",Vivaces,20.0,100.0,5.5,6.5
Verveine violette (Verbena speciosa),"La Verveine speciosa est une plante vivace qui prospère en plein soleil ou en mi-ombre. Elle préfère un sol bien drainé et un arrosage modéré. Peu exigeante, elle nécessite peu d’entretien, si ce n’est une taille légère pour encourager une floraison abondante.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Automne, Été","Annuelles, Vivaces",20.0,100.0,5.5,6.5
Coleus rouge (Coleus verschaffeltii),"Le Coleus rouge est une plante appréciée pour son feuillage décoratif. Il préfère la mi-ombre ou l’ombre, car une exposition trop ensoleillée peut brûler ses feuilles. Il nécessite un sol humide mais bien drainé et un arrosage régulier. L’entretien consiste principalement à pincer les tiges pour favoriser la ramification et à retirer les fleurs pour prolonger la beauté du feuillage.","Mi-ombre, Ombre",Moyenne,Moyen,Limon,0.5,1.0,0.5,"Automne, Été","Annuelles, Vivaces",30.0,150.0,5.5,6.5
Coleus,"Le Coleus est une plante ornementale principalement cultivée pour son feuillage coloré. Il préfère la mi-ombre ou l'ombre, car un soleil direct peut ternir ses couleurs et brûler ses feuilles. Il nécessite un sol bien drainé et un arrosage modéré pour rester en bonne santé. Un entretien régulier, comme le pincement des tiges pour favoriser la ramification et l’élimination des fleurs, permet de prolonger la beauté du feuillage.","Mi-ombre, Ombre",Moyenne,Moyen,Limon,0.5,1.0,0.5,"Automne, Été","Annuelles, Vivaces",30.0,150.0,5.5,6.5
Canna tuerckheimii,"Le Canna tuerckheimii est une plante tropicale spectaculaire qui préfère une exposition en plein soleil ou en mi-ombre. Il a besoin d'un sol riche et humide, nécessitant un arrosage fréquent, surtout en période de chaleur. L’entretien comprend l’élimination des fleurs fanées et, dans les climats froids, la protection des rhizomes en hiver pour assurer une bonne repousse au printemps.","Plein soleil, Mi-ombre",Elevée,Moyen,Limon,1.5,2.0,0.5,"Automne, Été","Vivaces, Bulbes",50.0,250.0,5.5,6.5
Cana,"Le Canna est une plante à floraison tropicale qui prospère en plein soleil et préfère un sol riche et bien drainé. Il nécessite un arrosage régulier, surtout en période de croissance et de floraison. Son entretien comprend l’élimination des fleurs fanées pour prolonger la floraison et une fertilisation régulière. Dans les régions aux hivers froids, les rhizomes doivent être protégés ou déterrés avant le gel pour être replantés au printemps.",Plein soleil,Moyenne,Moyen,Limon,1.0,1.0,0.5,"Automne, Été","Vivaces, Bulbes",50.0,250.0,5.5,6.5
Hibiscus Jaune de Chine (Hibiscus rosa-sinensis),"L’Hibiscus Jaune de Chine est un arbuste tropical apprécié pour ses grandes fleurs éclatantes. Il prospère sous une exposition en plein soleil ou à mi-ombre et préfère un sol riche et bien drainé. Il nécessite un arrosage modéré, en maintenant le sol légèrement humide sans excès d’eau. Son entretien est simple : il suffit de supprimer les fleurs fanées, de tailler légèrement après la floraison pour encourager la ramification et d’apporter une fertilisation régulière en période de croissance. Sensible au gel, il doit être protégé en hiver dans les régions froides.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Automne, Été",Arbustes,100.0,500.0,5.5,6.5
